,0,1
1049,4930054,"MARRA, G. to p for LITTLE, B.."
1050,4930054,Schwartz pinch hit for Crockett.
1051,4930054,Eddy pinch hit for Moore.
1052,4930054,Dvorak pinch hit for Pinto.
1053,4930054,David pinch hit for Carlson.
1054,4930054,Dvorak to ss.
1055,4930054,David to 2b.
1056,4930054,C. Allison to cf for Garris.
1057,4930054,Schwartz to 3b.
1058,4930054,Eddy to rf.
1059,4930054,Isbell to p for Long.
1060,4930054,King pinch hit for Schafer.
1061,4930054,King to lf.
1062,4930054,L. Corbin to p for Isbell.
1063,4926775,"Tappen, A. reached on a fielders choice to third base (0-0) Cotier, M. out at third 3b unassisted."
1064,4926775,"Smith, L. to p for Cavalli, C.."
1065,4926775,"Whitten, K. to p for McGarry, G.."
1066,4926775,"Godman, J. to p for Smith, L.."
1067,4926775,"Abbott, A. to p for Whitten, K.."
1068,4926775,"Bologna, V. pinch hit for Harlan, B.."
1069,4926775,"Bologna, V. to rf."
1070,4926775,"Dropped foul ball, E9."
1071,4926775,"Demco, B. to p for Godman, J.."
1072,4926775,"Carter, C. to p for Demco, B.."
1073,4926775,"Schoch, S. to p for Abbott, A.."
1074,4926775,"Vujovich, J. pinch hit for Muniz, D.."
1075,4926775,"Kohler, L. pinch hit for Graham, P.."
1076,4928270,"VERA, G. reached on a fielders choice (1-1) TOUCHETTE, C out at second ss to 2b, out on the play."
1077,4928270,Irvine to p for Dreyer.
1078,4928270,"PITTMAN, T to p for ALBRIGHT, L.."
1079,4928270,"ZIMMERMAN, J to p for PITTMAN, T."
1080,4928270,Beutel to p for Irvine.
1081,4928270,Hoffman to p for Beutel.
1082,4928270,"DRABICK, T. to p for ZIMMERMAN, J."
1083,4928270,Leonard to p for Hoffman.
1084,4928270,"RONNEBAUM, A pinch hit for VERA, G.."
1085,4926518,"NAUGHTON, D to p for LARDNER, M."
1086,4926518,CALL pinch hit for SEPEDE.
1087,4926518,"BRENNER, A pinch ran for RANDO, T."
1088,4926518,"MCLAUGHLIN to p for STERNER, Ju.."
1089,4926518,"SPELLACY, M to p for NAUGHTON, D."
1090,4926518,CALL to dh.
1091,4926518,LESSAR to p for MCLAUGHLIN.
1092,4926518,"BARRERA, I pinch hit for BRENNER, A."
1093,4926754,Estrada reached on a fielders choice (0-0) Carlino out at second ss unassisted.
1094,4926754,Jones reached on a fielders choice (0-0) Malm out at second ss to 2b.
1095,4926754,Lavallee to p for Seminaris.
1096,4926754,J. Lagattuta pinch hit for C. Mack.
1097,4926754,N. Manning to lf for J. Lagattuta.
1098,4926754,I. Villers to p for S. Stoutenb..
1099,4926754,Harrison to p for Lavallee.
1100,4926754,N. Proctor to p for I. Villers.
1101,4926754,D. Beavers pinch hit for N. Manning.
1102,4926754,D. Beavers to lf.
1103,4926754,Lopez pinch hit for Carlino.
1104,4926754,Hogan to 2b for Lopez.
1105,4926754,Kokx pinch ran for Jones.
1106,4926754,Estrada to rf.
1107,4926754,Malm to lf.
1108,4926754,Kokx to cf.
1109,4926754,Gums to p for Harrison.
1110,4926754,J. King to p for N. Proctor.
1111,4926754,Luttrell pinch hit for Hogan.
1112,4926754,Pimentel pinch ran for Joy.
1113,4926754,Rozell pinch hit for Loust.
1114,4926754,B. Atkins to lf for D. Beavers.
1115,4926754,S. Zobac to lf for B. Atkins.
1116,4926754,Porter to 2b.
1117,4926754,Rivera to ss.
1118,4926754,Greely to c for Pimentel.
1119,4926754,Carlson to 3b for Luttrell.
1120,4926754,Rozell to dh.
1121,4926754,V. Mauterer to p for J. King.
1122,4926754,Rosales pinch hit for Rozell.
1123,4926754,L. Gather to p for V. Mauterer.
1124,4926345,B. Hebert to p for Z. Leigh.
1125,4926345,B Fero to p for J Milch.
1126,4926345,T. Stivors to p for B. Hebert.
1127,4926345,A Erickson to p for B Fero.
1128,4926735,"Grossman, N reached on a fielders choice Jorgensen, T advanced to second Silva, K advanced to third Henderson, D out at home p to c."
1129,4926735,"Casillas, A reached on a fielders choice, bunt Saldivar, A advanced to second Berkey, E out at home 1b to c."
1130,4926735,"Mills, Z to p for White, B."
1131,4926735,"Charles, A to p for Angelo, R."
1132,4926735,"Blackburn, C pinch ran for Silva, K."
1133,4926735,"Jorgensen, T reached on a fielders choice Blackburn, C out at second 1b to ss."
1134,4926735,"Leonard, O to p for Mills, Z."
1135,4926735,"Terrazas, J pinch hit for Blackburn, C."
1136,4926317,"Zarbnisky, B reached on a fielders choice (1-2) Scott, V. out at third p to 3b."
1137,4926317,"CASSALA, M to p for PALMER, T."
1138,4926317,"LOVE, N to p for CASSALA, M."
1139,4926317,"NAUMANN, T to p for LOVE, N."
1140,4926317,"Ottinger, Z. to p for Wolf, J.."
1141,4926317,"CASTILLO, P pinch hit for HUNTER, D."
1142,4926317,"MCKENNA, T pinch hit for MOFFATT, S."
1143,4926317,"RICHARDSON pinch ran for MCKENNA, T."
1144,4926317,"CASTILLO, P to rf."
1145,4926317,RICHARDSON to 3b.
1146,4926317,"LOVE, A to p for NAUMANN, T."
1147,4926317,"Davis, A. to lf for Zarbnisky, B."
1148,4926317,"Ragazzo, D. to rf for Davis, A.."
1149,4926317,"Zarbnisky, B to p for Ottinger, Z.."
1150,4929791,"Davis, K. to p for Osmond."
1151,4929791,"Wynne, C to p for Mechals, K."
1152,4929791,"Dropped foul ball, E2."
1153,4929791,"Barnes, Z to p for Wynne, C."
1154,4929791,"Phansalkar to p for Davis, K.."
1155,4929791,Bogusz to p for Phansalkar.
1156,4929791,"StankiewiczD pinch hit for Hansen, N."
1157,4929791,StankiewiczD to 1b.
1158,4929791,"Hull, N to p for Barnes, Z."
1159,4926895,"Dolphin, K. to p for Barkley, A.."
1160,4926895,"Brady, S. to p for Dion, W.."
1161,4926895,"Jamison, M. to 1b for Gaughen, K.."
1162,4926895,"Maldonado, A pinch hit for Wilson, J.."
1163,4926895,"Maldonado, A to 2b."
1164,4926895,"Gates, J. to c for Whelton, B.."
1165,4955180,"YODER,C to p for BENNETT,J."
1166,4955180,"Bello, S. to p for Fisher, S.."
1167,4955180,"OWENS,S to p for YODER,C."
1168,4955180,"FORD,L to p for OWENS,S."
1169,4955180,"RIZK,R reached on a fielders choice (0-1 K):ANDRONICA,A out at second ss to 2b."
1170,4955180,"ALDRICH,C to 3b for HARDWICK,R."
1171,4955180,"BRIDGES,J to p for FORD,L."
1172,4955180,"DAHILL,J pinch hit for MAGGIO,C."
1173,4926361,"NELSON, M. reached on a fielders choice to third base (0-0) MARTIN, T. advanced to second GREENE, J. advanced to third SWANSON, C. out at home 3b to c."
1174,4926361,Bruning to p for Bednarski.
1175,4926361,"MARTIN, T. reached on a fielders choice (2-1 BBF) GREENE, J. out at second 2b to ss."
1176,4926361,"VELEZ, A. to p for VAN EYK, C.."
1177,4926361,"BREWER, T. pinch hit for SMITH, C.."
1178,4926361,"BREWER, T. to 3b."
1179,4926361,"SWANSON, C. to 1b."
1180,4926361,Tucker pinch hit for OConnor.
1181,4926361,"HANEY, C. to p for VELEZ, A.."
1182,4926361,Marchese pinch hit for Tucker.
1183,4926361,MacKinnon to p for Bruning.
1184,4926361,"HUBBART, B. to p for HANEY, C.."
1185,4926361,Marchese to dh.
1186,4926361,Brisson pinch ran for Cole.
1187,4926361,"SCOLARO, J. to p for HUBBART, B.."
1188,4926361,"AHEARN, T. to p for SCOLARO, J.."
1189,4926361,"HARE, D. to p for AHEARN, T.."
1190,4926361,Brisson to 2b.
1191,4926867,"NIBLETT,E. to p for MARSHALL,D.."
1192,4926867,W. Bowdoin to p for T. Hall.
1193,4926867,"REBSTOCK,B. to p for NIBLETT,E.."
1194,4926867,T. Austin reached on a fielders choice:C. Thomas out at second 1b to ss.
1195,4926867,C. Smith to 1b for A. DiSpigna.
1196,4926867,CJ Keckler to c for C. Price.
1197,4926867,J. Ammons to cf for B. Knight.
1198,4926867,D. Burke to 3b for T. Austin.
1199,4926867,M. Moody to 2b for K. Dockus.
1200,4926867,"MARTIN,C. pinch hit for REVELS,A.."
1201,4926867,"HOWE,R. pinch hit for SMITH,M.."
1202,4926867,"MARTIN,C. to 3b."
1203,4926867,"JOYCE,C. to ss for OXYER,D.."
1204,4926867,"WADDELL,X. to 2b for JOYCE,C.."
1205,4926867,"JOYCE,C. to ss for ROETS,N.."
1206,4926867,"HOWE,R. to dh."
1207,4926867,"TUNNELL,A. to rf for HANCOCK,D.."
1208,4926867,"HITCH,C. to c for WOODWARD,T.."
1209,4926867,"WADDELL,X. to 2b for JOYCE,C.."
1210,4926867,"JOYCE,C. to ss for WADDELL,X.."
1211,4926867,"WADDELL,X. to 2b for ROETS,N.."
1212,4926867,"JOYCE,C. to ss for WADDELL,X.."
1213,4926867,"BELL,A. to p for REBSTOCK,B.."
1214,4926867,J. MacCallum pinch hit for B. Michie.
1215,4926867,J. MacCallum to rf.
1216,4926867,G. Mathes to p for W. Bowdoin.
1217,4926867,"WIDDOWSON,B. pinch ran for BROWN,M.."
1218,4926867,"HOSKINS,P. to 1b for WIDDOWSON,B.."
1219,4926867,"HORNER,R. to p for BELL,A.."
1220,4931618,MENDOZA reached on a fielders choice WILLIAMS out at second ss to 2b.
1221,4931618,TISMINEZKY to p for GRANT.
1222,4931618,CLARK to p for LONG.
1223,4931618,MENDOZA reached on a fielders choice WILLIAMS out at second ss to 2b.
1224,4931618,"HENRIQUES reached on a fielders choice, bunt BRIGMAN D advanced to second BRIGMAN C out at third p to 3b."
1225,4931618,BERNHARDT L to p for TISMINEZKY.
1226,4931618,MERCADO reached on a fielders choice VIOLA advanced to second IBARRA advanced to third ACKERMAN out at home p to c.
1227,4931618,BOWLING reached on a fielders choice MERCADO out at second ss to 2b.
1228,4931618,BUCKLEY to p for BERNHARDT L.
1229,4931618,REYES pinch hit for JEW.
1230,4931618,KITCHEN to rf for REYES.
1231,4931618,HOWARD to p for BUCKLEY.
1232,4931618,"HERNANDEZ, J to p for CLARK."
1233,4932054,H. Torres to p for R. Weber.
1234,4932054,"Vannelle, V. to p for Irvin, G.."
1235,4932054,"Paugh, B. pinch hit for Boissiere, B."
1236,4932054,"Dyer, M. to 3b."
1237,4932054,"Klassen, B. to 1b for Paugh, B.."
1238,4932054,"Bingham, M. to lf for Bullard, T.."
1239,4932054,W. Feil pinch hit for J. Gurnack.
1240,4932054,J. Daly to lf for J. Loeffler.
1241,4932054,C. Fisher to c for W. Feil.
1242,4932054,Silverberg to p for H. Torres.
1243,4932054,"Soderstrom pinch hit for Williams, D.."
1244,4932054,"Kato, K. to 3b for Soderstrom."
1245,4932054,"Dyer, M. to lf."
1246,4932054,"Bingham, M. to cf."
1247,4932054,"Brown, N. to p for Vannelle, V.."
1248,4932054,B. Malm reached on a fielders choice (2-2 KKBB) D. Ocasal out at second 2b to ss N. Kondo advanced to third.
1249,4932054,"Hopson, K. pinch ran for Wells, A.."
1250,4932054,J. Salandy to cf for J. Bottari.
1251,4932054,"Hopson, K. to c."
1252,4932054,"Sherman, Z. to p for Brown, N.."
1253,4932054,M. Soloman pinch hit for A. Thul.
1254,4926475,WALTERS to p for LONSBURY.
1255,4926475,"Smith, R. reached on a fielders choice to pitcher (3-2 KBBBK):Sullivan, W. advanced to second:Cerny, L. advanced to third:Mock, K. out at home p to c."
1256,4926475,LANGE to p for WALTERS.
1257,4926475,"Carnley, W. to p for Thomas, L.."
1258,4926475,GRAVES to p for LANGE.
1259,4926475,MCGEE pinch hit for WAKEHAM.
1260,4926475,WAGNER pinch hit for JEWELL.
1261,4926475,"Witcher, B. to p for Carnley, W.."
1262,4926475,HAAS to 1b for DOERSCHING.
1263,4926475,ODOM to 2b for FISHER.
1264,4926475,HOHMAN to c for WAGNER.
1265,4926475,OLLIER to p for GRAVES.
1266,4926475,"Hall, J. to 3b for Kirk, E.."
1267,4926475,"Sherrill, B. to c for Bartolero."
1268,4926475,"Hartsfield to cf for Cerny, L.."
1269,4926475,MCGEE to dh.
1270,4926475,PEASE to p for OLLIER.
1271,4926475,BOWDEN to rf for GICK.
1272,4926475,"Frederic, D. reached on a fielders choice to third base (2-2 BFBFF):Mosley, R. out at second 3b to 2b."
1273,4926475,"Moore, Z. to p for Witcher, B.."
1274,4926497,"Wilson, Jeff to p for Angel, Conor."
1275,4926497,"Warren, W. to p for Shaffer, T.."
1276,4926497,"Talley, Bran pinch hit for Frank, Colto."
1277,4926497,"Talley, Bran to 1b."
1278,4926497,"Greene, Just pinch hit for Dupuy, Conno."
1279,4926497,"Greene, Just to 2b."
1280,4926497,"Schultz, Jac to p for Wilson, Jeff."
1281,4926497,"Windham, Jon to 2b."
1282,4926497,"Greene, Just to 3b."
1283,4926497,"Windham, Jon to 3b."
1284,4926497,"Greene, Just to 2b."
1285,4926497,"Hannie, Alex pinch ran for Windham, Jon."
1286,4926917,Short to p for McCully.
1287,4926917,"Litchfield to p for Gordon, C."
1288,4926917,Milone pinch hit for Montgomery.
1289,4926917,Santana pinch ran for Milone.
1290,4926917,Livingston pinch hit for Hall.
1291,4926917,Sweeney pinch hit for Crimmin.
1292,4926917,McGee to rf for Durfee.
1293,4926917,Melillo to lf for Conley.
1294,4926917,Santana to 2b.
1295,4926917,Livingston to dh.
1296,4926917,Sweeney to 1b.
1297,4926917,"Archer,M to 2b for Josten,T."
1298,4926917,"Brait, A to 3b for Archer,M."
1299,4926917,"Hakanson, J to p for Litchfield."
1300,4928109,"Dodge, K reached on a fielders choice Cullen, K out at second ss to 2b."
1301,4928109,"Hicks reached on a fielders choice Ray, Cu out at second ss to 2b."
1302,4928109,Nash to p for Jarrard.
1303,4928109,"Covington, J to p for Gennari, A."
1304,4928109,"Culver reached on a fielders choice to third base Nix, Co out at second 3b to 2b."
1305,4928109,Jumper to p for Nash.
1306,4928109,"Campbell, C pinch ran for Eatman, D."
1307,4928109,"Mendez, M to 1b for Campbell, C."
1308,4928109,"Martin, C to rf for Lovell, J."
1309,4928109,"Rodriguez, J to p for Covington, J."
1310,4928109,Stone to p for Jumper.
1311,4928109,"Gauthe, T to p for Rodriguez, J."
1312,4928109,"Huber pinch hit for Ray, Cu."
1313,4928109,Davis pinch hit for Reid.
1314,4926468,"Varisco, D to p for Mejia Jr., S."
1315,4926468,"HIX, T. reached on a fielders choice:BARMAKIAN, S out at second 3b to 2b."
1316,4926468,"Jobert, B pinch hit for Hernandez, E."
1317,4926468,"WHEELER, A. to p for COHEN, H.."
1318,4926468,"McGINNIS, K. to p for WHEELER, A.."
1319,4926468,"Sandberg, C to c for Jobert, B."
1320,4926468,"Taylor, J to p for Varisco, D."
1321,4926468,"Lansford, J to p for Taylor, J."
1322,4926468,"BIANCONE, J. reached on a fielders choice:LEVIN, N. out at second ss to 2b."
1323,4926468,"Paz, A pinch hit for Sandberg, C."
1324,4926621,"Hahn, Josh reached on a fielders choice to first base Cuellar, Kyle out at second 1b to ss."
1325,4926621,"Webb, Nathan reached on a fielders choice to shortstop Orick, Dylan out at second ss to 2b."
1326,4926621,"Cuellar, Kyle reached on a fielders choice to first base Schwartz, JT advanced to second McLain, Matt out at home 1b to c."
1327,4926621,"Caulfield, Pat pinch ran for Hahn, Josh."
1328,4926621,"Caulfield, Pat to dh."
1329,4926621,"Townsend, Michael to p for Pettway, Zach."
1330,4926621,"Ohl, Riley to p for Percival, Cole."
1331,4926621,"Lyons, Shamus to p for Ohl, Riley."
1332,4926621,"Perez, Mikey pinch hit for Cuellar, Kyle."
1333,4926621,"Curialle, Michael to rf."
1334,4926621,"Perez, Mikey to 2b."
1335,4926621,"Prendiz, Jordan to lf."
1336,4926621,"Mora, Kyle to p for Townsend, Michael."
1337,4926621,"Powell, Holden to p for Mora, Kyle."
1338,4926621,"West, Kevin to p for Lyons, Shamus."
1339,4926621,"Pena, Nick pinch hit for Calvert, Garrett."
1340,4926898,"GARCIA,M. reached on a fielders choice:HERON,J. out at second p to ss."
1341,4926898,"MORALES,S. reached on a fielders choice:DEBONIS,C. out at second ss to 2b."
1342,4926898,C. Duke reached on a fielders choice:K. Redmond out at second ss to 2b.
1343,4926898,"BILLINGS,K. to p for ROGERS,N.."
1344,4926898,P. Baker to p for J. Figueroa.
1345,4926898,"YOUNG,E. to dh for GRINSTEAD,S.."
1346,4926898,"DEBONIS,C. to 1b."
1347,4926898,"PENA,B. to lf for AYREY,R.."
1348,4926898,"HENSON,M. to p for BILLINGS,K.."
1349,4926898,S. Soto reached on a fielders choice:D. Roop out at second ss to 2b.
1350,4926898,C. Mas pinch hit for C. Duke.
1351,4926898,C. Mas to ss.
1352,4926898,M. Frails pinch hit for S. Mickels.
1353,4926898,M. Frails to 1b.
1354,4926898,"FEBLES,F. pinch hit for GARCIA,M.."
1355,4926898,"FEBLES,F. to ss."
1356,4926898,"ESCALANTE,F. to lf for DEBONIS,C.."
1357,4926898,"PENA,B. to 1b."
1358,4926898,D. Hall pinch hit for D. Roop.
1359,4926898,J. Page pinch hit for S. Soto.
1360,4948434,"Beesley, A reached on a fielders choice:Holt, M out at second ss to 2b."
1361,4948434,"Cleland, W reached on a fielders choice:Beesley, A out at second ss to 2b."
1362,4948434,"WRIGHT, Dann reached on a fielders choice:ANDREWS, Lin out at second 2b unassisted:STAUSS, Wade advanced to third."
1363,4948434,"Humeniuk, R reached on a fielders choice:Cleland, W out at second 3b to 2b."
1364,4948434,"MALENFANT, H to p for DODD, Dylan."
1365,4948434,"Deeds, C to p for Barnes, T."
1366,4948434,"FEUERSTAKE, pinch hit for KECK, Andrew."
1367,4948434,"FEUERSTAKE, to lf."
1368,4948434,"Miranda, N to 2b for Cleland, W."
1369,4948434,.
1370,4960250,"Keane reached on a fielders choice to third base, RBI (2-0 BB):Hollifield out at second 3b to 2b:Warner scored."
1371,4960250,"CHAPPELL, Z. to p for CLAYTON, L.."
1372,4960250,Clines to p.
1373,4960250,/ for Menders.
1374,4960250,Tremblay to p for Clines.
1375,4960250,Morgan to p for Tremblay.
1376,4960250,Clines to dh for Morgan.
1377,4960250,Morgan to p.
1378,4960250,Bradt to p for Morgan.
1379,4960250,"WEST, Z. pinch hit for MATTHIAS, C.."
1380,4960250,"REICH, C. to lf for WEST, Z.."
1381,4960250,"OHME, W. to p for CHAPPELL, Z.."
1382,4960250,Lopez to p for Bradt.
1383,4926796,"Church reached on a fielders choice Palmer, J. out at second 2b to ss."
1384,4926796,"NOGALES, E. pinch hit for ARIAS, J.."
1385,4926796,"ARIAS, J. to p."
1386,4926796,"NOGALES, E. to dh."
1387,4926796,Riddle to p for Denholm.
1388,4926796,"MORGAN, Z. pinch hit for LUNA, I.."
1389,4926796,"MORGAN, Z. to 1b."
1390,4926796,"CARDINAL, N. to p for ARIAS, J.."
1391,4926796,Ibarra to p for Riddle.
1392,4926796,"SULLIVAN, R. to p for CARDINAL, N.."
1393,4926796,"Castro, J. pinch hit for Ireland."
1394,4926796,Zickefoose pinch hit for Nakawake.
1395,4926796,Cosgrove pinch ran for Zickefoose.
1396,4926796,"McGuire to ss for Castro, J.."
1397,4926796,Cosgrove to 3b.
1398,4926796,"LARSON, K. to p for SULLIVAN, R.."
1399,4929066,"KING, H. to p for HARE, R.."
1400,4929066,"SHEPARDSON reached on a fielders choice to second base, RBI (0-1):MARSEE, J. out at second 2b to ss:NAVARRA, G. advanced to third:ROLLIN, C. scored."
1401,4929066,"LEATHERMA, I to p for ROGOSZEWSKI."
1402,4929066,"WOODS, C. to p for KING, H.."
1403,4929066,"BRYAN, A. to p for WOODS, C.."
1404,4929066,"SHEPARDSON reached on a fielders choice to pitcher, bunt (0-0):MARSEE, J. advanced to second:NAVARRA, G. out at third p to 3b."
1405,4929066,"THOMASON, T. to p for BRYAN, A.."
1406,4929066,"NAVARRA, G. to p."
1407,4929066,"/ for LEATHERMA, I."
1408,4929066,"SARDINA, A. pinch hit for GODMAN, J.."
1409,4929066,"FRAZER, G. to p for NAVARRA, G.."
1410,4929066,"AMELBURU, G. to c for SARDINA, A.."
1411,4926659,Game Time 6:05.
1412,4926659,"Dropped foul ball, E5."
1413,4926659,"Rudd,C to p for Beck,B."
1414,4926659,"Lopez,N to p for Rudd,C."
1415,4926659,"Lew, Z. to 2b."
1416,4926659,"Urps, J. to 3b for Cruz, J.."
1417,4926659,"Parthasarath to p for Lopez,N."
1418,4926659,"Colacchio, D to dh for Luckham, K.."
1419,4926659,"Adolphus, E. to p for Bibee, T.."
1420,4926659,"Gargus,H pinch hit for Crampton,A."
1421,4926659,"Tawa,T to ss."
1422,4926659,"Burton,G to cf for Gargus,H."
1423,4926659,"Worley,J to p for Parthasarath."
1424,4926860,"Madsen, M reached on a fielders choice to second base (0-1 S):Moralez, M out at second 2b to ss."
1425,4926860,"Hayes, P reached on a fielders choice to third base (0-0):Hill, D out at second 3b to 2b."
1426,4926860,T. Jackson to p for A. Wagner.
1427,4926860,T. Riley to p for T. Jackson.
1428,4926860,"Parker, T to p for Schmit, J."
1429,4926860,T. Cruz pinch hit for Limoncelli.
1430,4926860,H. Clearman pinch ran for T. Cruz.
1431,4926860,H. Clearman to cf.
1432,4926860,Z. Smith pinch ran for E. Wimpee.
1433,4926860,"Smith, D to p for Parker, T."
1434,4926896,VELAZQUEZ reached on a fielders choice (0-1 K) CAMPOS advanced to second SHEBLOSKI advanced to third GREEN out at home p to c.
1435,4926896,"Rogers, J. reached on a fielders choice, RBI (0-1 F) Vines, C. out at second p to 2b Faecher, B. scored."
1436,4926896,"Wesneski, C. to p for Davis, T.."
1437,4926896,HANSEN to p for LOMELI.
1438,4926896,"Bohnert, E. to lf for Chadwick, C.."
1439,4926896,NOVIS reached on a fielders choice (1-2 BFK) DIAZ advanced to second VELAZQUEZ advanced to third GOULART out at home p to c.
1440,4926352,Lehrmann to p for Nightengale.
1441,4926352,"ARANDA, C. pinch hit for DENNING, C.."
1442,4926352,Law pinch hit for Fitzgerald.
1443,4926352,"COLLINS, K. pinch hit for HRICA, A.."
1444,4926352,"CHRISTIAN, M to rf."
1445,4926352,"HARRIS, G. to cf."
1446,4926352,"COLLINS, K. to 1b."
1447,4926574,CARTER to p for STUDSTILL.
1448,4926574,"SHUCK, T. to p for CARTER."
1449,4926574,SLAGEL to p for OLTHOFF.
1450,4926574,E. GROFF to lf for GLANCY.
1451,4926574,PELLERIN to p for SLAGEL.
1452,4926574,"TOWNSEND, J. to rf for CIMO."
1453,4926574,GILLIES to p for PELLERIN.
1454,4926574,"MACHADO pinch hit for TOWNSEND, J.."
1455,4926574,KRZEMINSKI to rf for MACHADO.
1456,4926574,FORNARI pinch ran for KINKER.
1457,4926478,Haase to p for Hamilton.
1458,4926478,Lindemann to p for Haase.
1459,4926478,Marley to p for Lindemann.
1460,4926478,"Parikh, C. pinch ran for Brown, Hi.."
1461,4926478,Munsch to p for Marley.
1462,4926478,Stuempfig to p for Munsch.
1463,4926478,"Rodgers, P. to ss for Sibley, C.."
1464,4926478,"Parikh, C. to 3b."
1465,4926478,"Banes, J. to p for Hofmann, L.."
1466,4926478,"Thibodeaux, to c for Skinner, M.."
1467,4926478,Marsh to 1b for Kocis.
1468,4926478,"Zimmerman, R pinch hit for Fontenot, L.."
1469,4926478,"Zimmerman, R to cf."
1470,4926478,Jackson reached on a fielders choice (0-1 K):Sigrist out at second 2b to ss.
1471,4926376,"Rumfield,Z. to p for Gaddis,J.."
1472,4926376,W. Divis to p for C. Tavera.
1473,4926376,"Williams,M. reached on a fielders choice to second base Burts,I. out at second 2b to ss Marbach,L. advanced to third."
1474,4926376,J. Marino pinch hit for S. Gotlieb.
1475,4926376,"Lewis,J. to p for Rumfield,Z.."
1476,4926376,C. Solomon to c for J. Marino.
1477,4926376,P. Childs to lf for B Montgomery.
1478,4926376,"Hastings,S. pinch hit for Fluta,C.."
1479,4926376,"White,N. to 2b."
1480,4926376,Rivera-Chiji to ss.
1481,4926376,"Berman,J. to 3b for Hastings,S.."
1482,4926376,"Nelson,D. to p for Lewis,J.."
1483,4926386,Kwiatkowski to p for Martin.
1484,4926386,Billups reached on a fielders choice to third base (2-2 FBKB) Inskeep advanced to second Edwards out at third 3b unassisted.
1485,4926386,Alderman to p for Kwiatkowski.
1486,4926386,Specht to p for Mace.
1487,4926386,Blasucci pinch ran for McMullen.
1488,4926386,Callaly to p for Alderman.
1489,4926386,Blasucci to 3b.
1490,4926386,Calilao to 1b.
1491,4926386,J. Young to rf for Armstrong.
1492,4926386,Ficarrotta to p for Specht.
1493,4926386,Smith pinch hit for Langworthy.
1494,4926386,Edge to rf for Smith.
1495,4926386,J. Young to lf.
1496,4926386,Jodway pinch hit for Lovely.
1497,4926386,Leitch pinch hit for Garrison.
1498,4926451,"MEOLA, Jon. reached on a fielders choice to shortstop (0-0):LORENZO, G. out at second ss to 2b."
1499,4926451,Padre reached on a fielders choice to third base (2-0 BB):Barrella out at second 3b to 2b.
1500,4926451,Franco reached on a fielders choice to shortstop (1-1 BK):Riera out at second ss to 2b.
1501,4926451,"GARCIA, D. to p for GONZALEZ, Ch."
1502,4926451,Franco reached on a fielders choice to pitcher (0-0):Riera out at second p to 2b.
1503,4926451,Kelly to p for Stuart.
1504,4926451,DiTorrice to p for Kelly.
1505,4926451,"MURPHY, Jake pinch ran for HYLTON, B.."
1506,4926451,"FOGGO, Eric to 1b."
1507,4926451,"MURPHY, Jake to rf."
1508,4926451,"SPOLJARIC, G to p for GARCIA, D.."
1509,4926451,Trochiano pinch hit for Barrella.
1510,4926451,Bianchi to rf for Trochiano.
1511,4926451,Palma pinch hit for Riera.
1512,4926538,E. Curtis out at second c to ss.
1513,4926538,Sikes reached on a fielders choice (1-2 FSB):Rodgers out at second 3b to 2b.
1514,4926538,Green to p for Ray.
1515,4926538,H. Rigsby to p for J. Ramsey.
1516,4926538,D. Harper to p for H. Rigsby.
1517,4926538,T. Harmon pinch hit for C. Hill.
1518,4926538,Perez to p for Green.
1519,4926538,Z. Lewis pinch ran for T. Harmon.
1520,4926538,Z. Lewis to lf.
1521,4926538,A. Degen to p for D. Harper.
1522,4926538,Cornelio to p for Perez.
1523,4928245,"Schaible, C. to p for Ludman, C.."
1524,4928245,"Rain delay began at 7:48 p.m., game suspended at 8:40 p.m."
1525,4928245,Game resumed on 215 at 1:30 p.m.
1526,4928245,"Greenly, B. to cf for Riley, A.."
1527,4928245,Another rain delay began at 1:33 p.m.
1528,4928245,Game resumed at 2:21 p.m.
1529,4928245,Reese to p for Josey.
1530,4928245,"Loynd, J. pinch hit for Juhl, T.."
1531,4928245,"Hutchins, J. to cf."
1532,4928245,"Greenly, B. to lf."
1533,4928245,"Loynd, J. to 2b."
1534,4928245,Schuler to p for Reese.
1535,4928245,Waterbor to p for Schuler.
1536,4928245,"Rolka, N. to p for Schaible, C.."
1537,4928245,"Colmery, A. pinch hit for Marti, J.."
1538,4926380,"Moscot, J. to p for Gosswein, B.."
1539,4926380,"Brown, R. to p for Taggart, L.."
1540,4926409,Kechely to p for Gaither.
1541,4926409,McSherry to p for Mazur.
1542,4926409,Krambeck reached on a fielders choice (0-0):Hackman out at second ss to 2b.
1543,4926409,Beazley reached on a fielders choice:Krambeck out at second 3b to 2b.
1544,4926409,Steiger reached on a fielders choice (2-2 BBKS):Beazley out at second ss to 2b.
1545,4926409,Reeves to p for Kechely.
1546,4926409,McConnell pinch hit for Russell.
1547,4926409,Ebrecht to rf for McConnell.
1548,4932891,"STEPHENS, J reached on a fielders choice to shortstop (0-0) HARRIGAN out at second ss to 2b."
1549,4932891,BLACKMORE to p for BACHMAN.
1550,4932891,STOLZE to c for ELVERS.
1551,4932891,CORBETT pinch ran for FRIZZELL.
1552,4932891,MASSMAN to lf for WINKLER.
1553,4932891,"COLEMAN, T. pinch hit for SARTORI."
1554,4932891,SCHMIDT pinch hit for BLAKE.
1555,4932891,CORBETT to dh.
1556,4932891,"COLEMAN, T. to 3b."
1557,4932891,SCHMIDT to lf.
